A,BundeslandId,Altersgruppe,AnzFallM,AnzFallW,AnzTodesfallM,AnzTodesfallW,AnzFall100kM,AnzFall100kW,AnzTodesfall100kM,AnzTodesfall100kW,ObjectId
7235,7,A60-A79,380,354,21,10,2329.9,2093.3,128.8,59.1,1121
6414,6,A00-A04,165,156,0,0,2168.5,2143.4,0,0,1122
7339,7,A80+,242,483,75,97,4416.1,5954.1,1368.6,1195.8,1123
7318,7,A05-A14,225,228,0,0,9769.9,10704.2,0,0,1124
7235,7,A80+,114,275,30,38,2961.8,4369.2,779.4,603.7,1125
6414,6,A05-A14,776,713,0,0,5577.5,5417.5,0,0,1126
7340,7,A00-A04,59,46,0,0,2998,2491.9,0,0,1127
7318,7,A15-A34,687,609,0,0,11630.3,11451.7,0,0,1128
6414,6,A15-A34,2768,3026,0,1,8296.4,8889.8,0,2.9,1129
6414,6,A35-A59,3252,3427,16,4,7038.8,6868.6,34.6,8,1130
6414,6,A60-A79,1004,1041,65,32,4010.9,3503.4,259.7,107.7,1131
6414,6,A80+,360,680,91,87,5037.8,6040.1,1273.4,772.8,1132
6431,6,A00-A04,235,251,0,0,3596,4005.7,0,0,1133
6431,6,A05-A14,1001,838,0,0,8119.1,7096.9,0,0,1134
6431,6,A15-A34,2416,2267,0,0,8090.3,8520.3,0,0,1135
6431,6,A35-A59,2924,2998,11,4,6146.7,6236.6,23.1,8.3,1136
6431,6,A60-A79,1082,1047,74,43,3595.2,3205.8,245.9,131.7,1137
6431,6,A80+,362,671,117,110,4729.6,5806.5,1528.6,951.9,1138
6432,6,A00-A04,163,142,0,0,2220.1,1974.7,0,0,1139
6432,6,A05-A14,730,677,0,0,5026.5,4916.8,0,0,1140
6432,6,A15-A34,2538,2340,0,0,7509.8,7690.8,0,0,1141
6432,6,A35-A59,3023,3011,5,4,5721.8,5651.5,9.5,7.5,1142
6432,6,A60-A79,1032,1006,63,33,3275.7,2944.4,200,96.6,1143
6432,6,A80+,364,656,105,115,4687.1,5907.2,1352,1035.6,1144
6433,6,A00-A04,245,257,0,0,3238.2,3663.1,0,0,1145
6433,6,A05-A14,1154,1114,0,0,8367.2,8445.8,0,0,1146
6433,6,A15-A34,3230,3063,2,3,9532,9967.1,5.9,9.8,1147
6433,6,A35-A59,3827,3736,8,7,7605.3,7743.5,15.9,14.5,1148
6433,6,A60-A79,1045,1033,64,34,4072,3632.7,249.4,119.6,1149
6433,6,A80+,359,686,79,125,5182.6,6837.4,1140.5,1245.9,1150
6434,6,A00-A04,131,105,0,0,2336.4,1970,0,0,1151
6434,6,A05-A14,654,635,0,0,5174.5,5317.8,0,0,1152
6434,6,A15-A34,1760,1642,1,0,7376.1,7501.8,4.2,0,1153
6434,6,A35-A59,2226,2324,1,3,5325.4,5226.7,2.4,6.7,1154
6434,6,A60-A79,817,763,43,24,3422.1,2787.8,180.1,87.7,1155
6434,6,A80+,296,576,75,86,4010.8,5176.1,1016.3,772.8,1156
6435,6,A00-A04,342,332,0,0,3260.6,3366.1,0,0,1157
6435,6,A05-A14,1601,1462,0,0,7992.6,7750.6,0,0,1158
6435,6,A15-A34,4734,4749,5,0,9914.8,10772.4,10.5,0,1159
6435,6,A35-A59,5826,6076,21,13,7873.8,8145,28.4,17.4,1160
7318,7,A35-A59,679,766,1,2,7939.7,8698.6,11.7,22.7,1161
7318,7,A60-A79,250,311,18,8,4704.6,4929.5,338.7,126.8,1162
7318,7,A80+,82,195,23,45,5832.1,8077.9,1635.8,1864.1,1163
7319,7,A00-A04,126,124,0,0,5771.9,5964.4,0,0,1164
7319,7,A05-A14,383,330,0,0,9387.3,8536,0,0,1165
7340,7,A05-A14,178,183,0,0,4719,4883.9,0,0,1166
7340,7,A15-A34,494,510,0,0,5189.1,5983.1,0,0,1167
7340,7,A35-A59,700,745,2,3,4328.7,4523.4,12.4,18.2,1168
7340,7,A60-A79,330,325,21,11,2722.8,2579.2,173.3,87.3,1169
7340,7,A80+,112,234,24,33,3407.4,4789.2,730.1,675.4,1170
8111,8,A00-A04,702,672,0,0,4562,4676.4,0,0,1171
8111,8,A05-A14,2711,2329,0,0,10178.3,9139.8,0,0,1172
8111,8,A15-A34,8154,8010,1,0,8757.8,9127.4,1.1,0,1173
8111,8,A35-A59,8271,8146,23,12,7310.5,7650.2,20.3,11.3,1174
8111,8,A60-A79,2378,2279,116,60,4678.2,3991,228.2,105.1,1175
8111,8,A80+,681,1362,158,180,4359.5,5584.5,1011.5,738,1176
8115,8,A00-A04,383,367,0,0,3573.4,3544.9,0,0,1177
8115,8,A05-A14,1599,1527,0,0,8132.4,8171.9,0,0,1178
8115,8,A15-A34,4239,4019,0,1,8980.6,9316.8,0,2.3,1179
8115,8,A35-A59,5205,5190,5,1,7485.3,7593.3,7.2,1.5,1180
8115,8,A60-A79,1533,1569,68,17,4102.8,3779.1,182,40.9,1181
8115,8,A80+,524,855,118,99,4817.1,5518.6,1084.8,639,1182
8116,8,A00-A04,587,473,1,0,4341.7,3740.6,7.4,0,1183
8116,8,A05-A14,2091,1976,0,0,8336.7,8261.2,0,0,1184
8116,8,A15-A34,6367,5921,1,0,9627.6,10104.1,1.5,0,1185
8116,8,A35-A59,7496,7562,24,4,7854.4,8159.8,25.1,4.3,1186
8116,8,A60-A79,2352,2291,93,59,4587.9,4005.4,181.4,103.2,1187
8116,8,A80+,786,1430,186,242,5220.9,6473.8,1235.5,1095.6,1188
8117,8,A00-A04,246,237,0,0,3769.5,3830,0,0,1189
8117,8,A05-A14,1025,956,0,0,8452.9,8125.1,0,0,1190
8117,8,A15-A34,2898,2885,0,0,9362,10555.8,0,0,1191
8117,8,A35-A59,3629,3742,14,3,8009.4,8518.1,30.9,6.8,1192
8117,8,A60-A79,1161,1204,66,31,4374,4127.2,248.7,106.3,1193
8117,8,A80+,349,655,82,82,4626.8,5749.6,1087.1,719.8,1194
8118,8,A00-A04,534,475,0,0,3644.1,3459.8,0,0,1195
8118,8,A05-A14,2263,2023,0,0,8464.2,7923.7,0,0,1196
8118,8,A15-A34,6129,6108,2,0,9360.5,10102,3.1,0,1197
8118,8,A35-A59,7888,7965,29,9,8060.3,8354.9,29.6,9.4,1198
8118,8,A60-A79,2406,2403,98,66,4686.9,4159,190.9,114.2,1199
8118,8,A80+,690,1047,175,168,4781,4838.3,1212.6,776.3,1200
8421,8,A15-A34,1761,1520,0,0,9090,8592.4,0,0,1201
8421,8,A35-A59,1819,1695,5,1,8630.3,8359.6,23.7,4.9,1202
8421,8,A60-A79,492,516,18,13,4715.4,4106.6,172.5,103.5,1203
8421,8,A80+,117,245,25,33,3894.8,5197.3,832.2,700,1204
8425,8,A00-A04,201,173,0,0,3750.7,3395.5,0,0,1205
8425,8,A05-A14,860,794,0,0,8613.8,8312.4,0,0,1206
9163,9,A60-A79,351,371,19,8,6135.3,5469.6,332.1,117.9,1207
8425,8,A15-A34,2231,2061,0,0,9102,9464.5,0,0,1208
8425,8,A35-A59,2734,2772,4,0,7721.9,8219.9,11.3,0,1209
8425,8,A60-A79,810,881,21,17,4116.1,4307.2,106.7,83.1,1210
8425,8,A80+,236,484,56,87,4665,6363.4,1106.9,1143.8,1211
8426,8,A00-A04,224,180,0,1,3982.2,3327.8,0,18.5,1212
8426,8,A05-A14,985,967,0,0,9441.2,9700.1,0,0,1213
8426,8,A15-A34,2538,2356,0,0,10152.8,10437.2,0,0,1214
8426,8,A35-A59,3108,3075,10,2,8626.9,8933,27.8,5.8,1215
8426,8,A60-A79,1044,999,33,20,5257.6,4863.9,166.2,97.4,1216
8426,8,A80+,253,362,78,61,5172.8,4822.8,1594.8,812.7,1217
8435,8,A00-A04,149,152,0,0,2831.1,3011.7,0,0,1218
8435,8,A05-A14,960,783,0,0,9558.9,8153.7,0,0,1219
8435,8,A15-A34,2101,2071,0,0,8401,8977,0,0,1220
8435,8,A35-A59,2589,2716,4,0,6996,7273.5,10.8,0,1221
8435,8,A60-A79,905,901,36,18,3890.3,3454.6,154.8,69,1222
8435,8,A80+,293,484,60,68,4331.1,5144,886.9,722.7,1223
8436,8,A00-A04,216,230,0,1,2874.3,3261.9,0,14.2,1224
8436,8,A05-A14,1071,1035,0,0,7695.1,7833.2,0,0,1225
8436,8,A15-A34,3033,2835,0,0,8404.9,8676.9,0,0,1226
8436,8,A35-A59,3517,3791,6,1,7154.6,7773.1,12.2,2.1,1227
8436,8,A60-A79,1222,1167,31,10,4300.2,3798,109.1,32.5,1228
8436,8,A80+,315,646,50,60,4284,5869,680,545.1,1229
8437,8,A00-A04,136,135,0,0,4254,4289.8,0,0,1230
8437,8,A05-A14,596,510,0,0,9353.4,8580.1,0,0,1231
8437,8,A15-A34,1617,1454,0,0,9904.4,10388.7,0,0,1232
8437,8,A35-A59,1865,1894,8,3,8251.1,8526.5,35.4,13.5,1233
8437,8,A60-A79,659,617,28,7,4815.1,4251.9,204.6,48.2,1234
8437,8,A80+,131,234,30,32,3708.9,4318.1,849.4,590.5,1235
9161,9,A00-A04,132,114,0,0,3483.8,3100.4,0,0,1236
9161,9,A05-A14,608,550,0,1,9457.1,9149.9,0,16.6,1237
9161,9,A15-A34,1951,1715,0,1,10032.9,10356.9,0,6,1238
9161,9,A35-A59,2006,1887,4,5,8210.2,8253.5,16.4,21.9,1239
9161,9,A60-A79,547,603,27,24,4638.7,4470.3,229,177.9,1240
9161,9,A80+,183,303,34,57,5525.4,5881.2,1026.6,1106.4,1241
9162,9,A00-A04,1658,1581,0,1,4119.5,4077.3,0,2.6,1242
9162,9,A05-A14,6695,6197,0,2,10440.2,10115.2,0,3.3,1243
9162,9,A15-A34,21882,21404,2,2,10249,10022.8,0.9,0.9,1244
9162,9,A35-A59,22551,21349,71,21,8644,8183.6,27.2,8,1245
9162,9,A60-A79,5729,5807,280,181,5010.1,4250.9,244.9,132.5,1246
9162,9,A80+,1754,3341,421,476,5349.2,6522.7,1283.9,929.3,1247
9163,9,A00-A04,86,78,0,0,5199.5,5051.8,0,0,1248
9163,9,A05-A14,427,365,0,0,15212,13350.4,0,0,1249
9163,9,A15-A34,1372,1232,0,0,15692.6,15692.3,0,0,1250
9163,9,A35-A59,1277,1327,3,1,11562.8,12425.1,27.2,9.4,1251
9179,9,A00-A04,235,220,0,0,4172.6,4107.5,0,0,1252
8231,8,A60-A79,716,757,35,26,6390,5683.2,312.4,195.2,1253
8211,8,A15-A34,560,475,0,0,9472.3,8741.3,0,0,1254
8211,8,A35-A59,609,664,1,2,6657.9,6848.9,10.9,20.6,1255
8211,8,A60-A79,267,270,27,6,4411,3684,446.1,81.9,1256
8211,8,A80+,78,158,13,26,3955.4,5052.8,659.2,831.5,1257
8212,8,A00-A04,319,276,0,0,4744.2,4273.1,0,0,1258
8212,8,A05-A14,953,987,0,0,7719.7,8619.3,0,0,1259
8212,8,A15-A34,3007,2795,0,0,5738.2,6829.9,0,0,1260
8212,8,A35-A59,3018,3072,9,3,5752,6188.1,17.2,6,1261
8212,8,A60-A79,972,994,44,26,3709.6,3322.9,167.9,86.9,1262
8212,8,A80+,308,583,78,84,4060.1,4733.7,1028.2,682,1263
8215,8,A00-A04,453,487,0,0,4220.6,4687.7,0,0,1264
8215,8,A05-A14,1846,1675,1,0,8630.6,8439.1,4.7,0,1265
8215,8,A15-A34,4319,4151,3,0,8340.7,9094.9,5.8,0,1266
8215,8,A35-A59,5409,5783,24,6,6778.1,7342.8,30.1,7.6,1267
8215,8,A60-A79,2026,1949,103,56,4340.3,3829.3,220.7,110,1268
8215,8,A80+,597,1150,157,177,4917.2,6118.6,1293.1,941.7,1269
8216,8,A00-A04,261,253,0,0,4642.5,4810.8,0,0,1270
8216,8,A05-A14,977,889,0,0,9136,8829.1,0,0,1271
8216,8,A15-A34,2252,2240,0,0,8578.4,9458.3,0,0,1272
8216,8,A35-A59,3097,3098,11,6,7542.4,7629.6,26.8,14.8,1273
8216,8,A60-A79,1035,1058,46,33,4113,3931,182.8,122.6,1274
8216,8,A80+,287,493,69,73,4403.2,4809.8,1058.6,712.2,1275
8221,8,A00-A04,135,108,0,0,3565.8,2948.4,0,0,1276
8221,8,A05-A14,402,358,0,0,6460.9,5973.6,0,0,1277
8221,8,A15-A34,1428,1485,0,0,5476.3,5247.3,0,0,1278
8221,8,A35-A59,1177,1172,3,1,4738.9,4719.3,12.1,4,1279
8221,8,A60-A79,369,370,15,6,3085.5,2632,125.4,42.7,1280
8221,8,A80+,103,193,16,27,3043.7,3428.7,472.8,479.7,1281
8222,8,A00-A04,434,395,0,0,5594.2,5405,0,0,1282
8222,8,A05-A14,1732,1501,0,0,13000.1,12199.3,0,0,1283
8222,8,A15-A34,4280,4226,1,0,9251.1,9768.2,2.2,0,1284
8222,8,A35-A59,4268,4413,18,11,7957.3,8704.1,33.6,21.7,1285
8222,8,A60-A79,1253,1310,76,36,4797.5,4320.3,291,118.7,1286
8222,8,A80+,377,750,92,119,5263.9,6486.8,1284.6,1029.2,1287
8225,8,A00-A04,114,84,0,0,3233.1,2639,0,0,1288
8225,8,A05-A14,468,432,0,0,7279.5,6879,0,0,1289
8119,8,A00-A04,394,340,0,0,3594.2,3300.3,0,0,1290
8225,8,A15-A34,1366,1218,0,0,7959,8464.2,0,0,1291
8225,8,A35-A59,1743,1849,2,2,6962.3,7509.5,8,8.1,1292
8225,8,A60-A79,749,739,36,13,4645.5,4355.5,223.3,76.6,1293
8225,8,A80+,279,540,50,50,7018.9,8846.7,1257.9,819.1,1294
8226,8,A00-A04,668,555,0,0,4901.3,4367.3,0,0,1295
8226,8,A05-A14,2112,1854,0,0,7995.5,7453.6,0,0,1296
8226,8,A15-A34,5077,4866,0,0,8262.5,8612.5,0,0,1297
8226,8,A35-A59,5962,6117,12,4,6230,6271.3,12.5,4.1,1298
8226,8,A60-A79,2107,2126,86,49,3687.6,3324.1,150.5,76.6,1299
8226,8,A80+,616,1136,158,174,4022.7,4935.9,1031.8,756,1300
8231,8,A00-A04,135,135,0,0,3921,3877.1,0,0,1301
8231,8,A05-A14,763,688,0,0,12178.8,11547.5,0,0,1302
8231,8,A15-A34,2060,2047,1,0,12120.5,13231.2,5.9,0,1303
8231,8,A35-A59,2189,2306,7,3,10457.2,11448.7,33.4,14.9,1304
9179,9,A05-A14,899,800,0,0,8204.1,7698.2,0,0,1305
9163,9,A80+,85,160,19,31,5651.6,6334.1,1263.3,1227.2,1306
8231,8,A80+,281,591,83,82,8691.6,10614.2,2567.3,1472.7,1307
9187,9,A15-A34,4820,4300,0,1,16015.9,15799.5,0,3.7,1308
9171,9,A00-A04,132,129,0,0,4520.5,4713.2,0,0,1309
9171,9,A05-A14,608,519,0,0,11605.3,10314,0,0,1310
9171,9,A15-A34,1686,1582,0,0,13128.8,13626.2,0,0,1311
9171,9,A35-A59,2026,2112,2,3,10348.9,11159.8,10.2,15.9,1312
9171,9,A60-A79,762,686,32,13,6538,5226.3,274.6,99,1313
9179,9,A15-A34,2373,2259,0,0,9735.8,10006.6,0,0,1314
9171,9,A80+,251,473,83,95,8322.3,9507.5,2752,1909.5,1315
8235,8,A00-A04,142,128,0,0,3484.7,3367.5,0,0,1316
8119,8,A05-A14,1773,1666,0,0,8737.9,8570.4,0,0,1317
9179,9,A35-A59,2845,2821,7,1,7292.3,7213.5,17.9,2.6,1318
9172,9,A00-A04,175,139,0,0,7062.1,5889.8,0,0,1319
8235,8,A05-A14,669,641,0,0,8482.3,8890.4,0,0,1320
8119,8,A15-A34,5036,4947,0,0,10052.7,10744.5,0,0,1321
9179,9,A60-A79,855,851,34,17,4070.1,3468.2,161.9,69.3,1322
9172,9,A05-A14,772,705,0,0,16645.1,16296.8,0,0,1323
8235,8,A15-A34,1940,1864,2,0,10193.4,11103.2,10.5,0,1324
8119,8,A35-A59,6067,6382,13,9,8084.2,8549.9,17.3,12.1,1325
9179,9,A80+,225,424,45,66,3487.8,4541.1,697.6,706.9,1326
9172,9,A15-A34,2237,2065,0,1,17536.8,18157,0,8.8,1327
8235,8,A35-A59,2409,2519,4,4,8560.5,9226.1,14.2,14.7,1328
8119,8,A60-A79,1993,2043,85,33,4667.4,4319.1,199.1,69.8,1329
9180,9,A00-A04,107,86,0,0,5100.1,4488.5,0,0,1330
9172,9,A35-A59,2282,2434,1,1,12694,13522.2,5.6,5.6,1331
8235,8,A60-A79,812,824,42,14,4810.4,4602.8,248.8,78.2,1332
8119,8,A80+,596,976,134,132,4896.5,5336.8,1100.9,721.8,1333
9180,9,A05-A14,293,304,0,0,7815.4,8602.2,0,0,1334
9172,9,A60-A79,777,774,22,13,6949.9,6035.6,196.8,101.4,1335
8235,8,A80+,310,537,68,67,7184.2,7879.7,1575.9,983.1,1336
8121,8,A00-A04,246,234,0,0,7291,7235.6,0,0,1337
9180,9,A15-A34,955,944,0,0,9792.9,10580.6,0,0,1338
9172,9,A80+,252,416,36,43,7657.2,8118.7,1093.9,839.2,1339
8236,8,A00-A04,169,137,0,0,3335.3,2790.8,0,0,1340
8121,8,A05-A14,938,815,0,0,15082.8,14146.8,0,0,1341
9180,9,A35-A59,1068,1149,2,0,7302.6,7453.3,13.7,0,1342
9173,9,A00-A04,171,155,0,0,5080.2,4945.8,0,0,1343
8236,8,A05-A14,823,787,0,0,8572.9,8737.6,0,0,1344
8121,8,A15-A34,2142,2101,0,0,11907.9,13647.3,0,0,1345
9180,9,A60-A79,379,404,13,7,3980.3,3623.6,136.5,62.8,1346
9173,9,A05-A14,668,580,0,0,10710.3,10067.7,0,0,1347
8236,8,A15-A34,2304,2161,0,1,10098.6,10540.4,0,4.9,1348
8121,8,A35-A59,2351,2460,9,2,10688.8,12133.2,40.9,9.9,1349
9180,9,A80+,132,239,38,42,4356.4,5234.3,1254.1,919.8,1350
9173,9,A15-A34,1921,1767,0,0,13218.2,13274.7,0,0,1351
8236,8,A35-A59,2898,3039,5,8,8247,8665.3,14.2,22.8,1352
8121,8,A60-A79,682,745,38,16,6251.7,5841.8,348.3,125.5,1353
9181,9,A00-A04,127,117,0,0,4213.7,4006.8,0,0,1354
9173,9,A35-A59,1985,2150,3,1,8850.9,9404.7,13.4,4.4,1355
8236,8,A60-A79,1032,1056,43,34,4943.7,4652.4,206,149.8,1356
8121,8,A80+,193,388,46,55,5900.3,7342.9,1406.3,1040.9,1357
9181,9,A05-A14,462,403,0,0,7702.6,6990.5,0,0,1358
9173,9,A60-A79,742,723,26,12,5692.4,5013.5,199.5,83.2,1359
8236,8,A80+,319,656,91,99,5714.8,7730.4,1630.2,1166.6,1360
8125,8,A00-A04,345,322,0,0,3625.1,3693.5,0,0,1361
9181,9,A15-A34,1213,950,0,1,8643.3,7728,0,8.1,1362
9173,9,A80+,206,360,43,33,5549.6,6649.4,1158.4,609.5,1363
8237,8,A00-A04,139,123,0,0,4877.2,4446.9,0,0,1364
8125,8,A05-A14,1524,1310,0,0,9058.5,8158.4,0,0,1365
9181,9,A35-A59,1279,1330,4,1,5856.8,6040.2,18.3,4.5,1366
9174,9,A00-A04,231,248,0,0,5552.9,6094.9,0,0,1367
8237,8,A05-A14,457,444,0,0,8118.7,8313,0,0,1368
8125,8,A15-A34,4150,3928,2,0,9913.3,10419.1,4.8,0,1369
9181,9,A60-A79,458,415,28,7,3693.8,3146.1,225.8,53.1,1370
9174,9,A05-A14,794,722,0,0,10267.7,9965.5,0,0,1371
8237,8,A15-A34,1250,1187,0,0,8710.2,9500.6,0,0,1372
8125,8,A35-A59,5013,5112,10,2,7974.5,8418.4,15.9,3.3,1373
9181,9,A80+,123,161,24,31,3967.7,3619.6,774.2,696.9,1374
9182,9,A00-A04,106,98,0,0,4396.5,4285.1,0,0,1375
9182,9,A05-A14,583,543,0,0,12240.2,12251.8,0,0,1376
9182,9,A15-A34,1520,1371,0,0,13923.2,13607.9,0,0,1377
9182,9,A35-A59,1718,1819,2,1,9808.2,9964.4,11.4,5.5,1378
9182,9,A60-A79,628,636,24,9,6084.1,5465.8,232.5,77.3,1379
9182,9,A80+,211,283,31,41,6884.2,6283.3,1011.4,910.3,1380
9183,9,A00-A04,194,174,0,0,6411.1,6118.1,0,0,1381
9183,9,A05-A14,822,694,0,0,14355.6,13241.7,0,0,1382
9183,9,A15-A34,2258,2081,0,0,15891.3,16525.1,0,0,1383
9183,9,A35-A59,2556,2462,5,2,12088.5,12397.4,23.6,10.1,1384
9183,9,A60-A79,891,892,40,20,7403.4,6992.8,332.4,156.8,1385
9183,9,A80+,267,457,81,65,9837.9,10539.7,2984.5,1499.1,1386
9184,9,A00-A04,344,338,0,0,4001.4,4065.9,0,0,1387
9184,9,A05-A14,1626,1434,0,0,8752.8,8125.1,0,0,1388
9184,9,A15-A34,3777,3442,0,0,9042.2,9491,0,0,1389
9184,9,A35-A59,4674,4434,14,3,7422.6,7015.9,22.2,4.7,1390
9184,9,A60-A79,1367,1294,55,21,4344.4,3566.2,174.8,57.9,1391
9184,9,A80+,522,925,110,109,5011.5,6525.1,1056.1,768.9,1392
9185,9,A00-A04,97,110,0,0,3768.5,4449.8,0,0,1393
9185,9,A05-A14,402,457,0,0,8252.9,9721.3,0,0,1394
9185,9,A15-A34,1103,1115,1,0,9458.9,10643.4,8.6,0,1395
9185,9,A35-A59,1363,1395,5,1,7618.8,8204,27.9,5.9,1396
9185,9,A60-A79,443,431,16,12,4498.8,4164.7,162.5,116,1397
9185,9,A80+,132,249,23,33,5817.5,6886.1,1013.7,912.6,1398
9186,9,A00-A04,121,95,0,0,3397,2829.9,0,0,1399
9186,9,A05-A14,553,446,0,0,8705.9,7375.6,0,0,1400
9186,9,A15-A34,1525,1351,0,0,9714.6,9637.6,0,0,1401
9186,9,A35-A59,1902,1766,9,0,7780.4,7734.4,36.8,0,1402
9186,9,A60-A79,585,565,32,14,4707.9,4327.5,257.5,107.2,1403
9186,9,A80+,176,330,49,71,5858.9,7623,1631.2,1640.1,1404
9187,9,A00-A04,278,257,0,0,4157.3,4208.3,0,0,1405
9187,9,A05-A14,1539,1388,0,0,12260,11871.4,0,0,1406
9187,9,A35-A59,5028,5364,13,8,11025.6,11539.5,28.5,17.2,1407
9187,9,A60-A79,1849,1814,100,51,6721.2,5985.2,363.5,168.3,1408
9187,9,A80+,556,1058,156,199,7868.7,10173.1,2207.8,1913.5,1409
9188,9,A00-A04,117,129,0,0,3719,4270.1,0,0,1410
9188,9,A05-A14,550,509,0,0,7767.3,7530.7,0,0,1411
9188,9,A15-A34,1222,1131,1,0,8723,8696,7.1,0,1412
9188,9,A35-A59,1529,1599,3,1,6500.6,6320.9,12.8,4,1413
9188,9,A60-A79,539,579,20,12,3890.3,3570.1,144.4,74,1414
9188,9,A80+,218,361,43,55,4796.5,5868,946.1,894,1415
9189,9,A00-A04,217,185,0,0,5024.3,4589.4,0,0,1416
9189,9,A05-A14,1156,1108,0,0,14473.5,14318.9,0,0,1417
9189,9,A15-A34,3706,3467,0,0,18181.8,18764.9,0,0,1418
9189,9,A35-A59,4057,4195,4,2,13380.6,13738.8,13.2,6.6,1419
9189,9,A60-A79,1491,1495,48,25,7760.8,7024.1,249.8,117.5,1420
9189,9,A80+,476,706,90,86,8847.6,9027,1672.9,1099.6,1421
9190,9,A00-A04,141,141,0,0,4056.4,4274,0,0,1422
9190,9,A05-A14,614,517,0,0,9172.4,8075.6,0,0,1423
9190,9,A15-A34,1510,1384,1,0,9849.3,9954,6.5,0,1424
9190,9,A35-A59,1607,1786,4,3,6857.3,7486.6,17.1,12.6,1425
9190,9,A60-A79,581,543,18,8,3997,3490.8,123.8,51.4,1426
9190,9,A80+,176,233,29,29,4350,4160.7,716.8,517.9,1427
9261,9,A00-A04,75,80,0,0,4380.8,4605.6,0,0,1428
9261,9,A05-A14,321,323,0,0,9867.8,10524.6,0,0,1429
9261,9,A15-A34,1117,1008,0,0,11717.2,11243.7,0,0,1430
9261,9,A35-A59,1113,1136,3,3,8685.1,9057.6,23.4,23.9,1431
9261,9,A60-A79,359,351,24,11,5523.9,4411.2,369.3,138.2,1432
9261,9,A80+,160,289,35,49,8606.8,9251,1882.7,1568.5,1433
9262,9,A00-A04,69,45,0,0,6478.9,4302.1,0,0,1434
9262,9,A05-A14,209,222,0,0,11164.5,11961.2,0,0,1435
9262,9,A15-A34,857,842,0,0,10456.3,10723.4,0,0,1436
9262,9,A35-A59,790,802,2,3,9773.6,10297.9,24.7,38.5,1437
9262,9,A60-A79,337,358,19,9,6826,5860.2,384.8,147.3,1438
9262,9,A80+,129,321,38,52,9677.4,14091.3,2850.7,2282.7,1439
9263,9,A00-A04,37,48,0,0,3487.3,4651.2,0,0,1440
9263,9,A05-A14,206,191,0,0,10456.9,10724.3,0,0,1441
9263,9,A15-A34,633,627,0,0,10107,11708.7,0,0,1442
9263,9,A35-A59,737,727,0,0,8556.8,9245.8,0,0,1443
9263,9,A60-A79,269,277,26,13,5513.4,4999.1,532.9,234.6,1444
9263,9,A80+,89,179,25,37,7580.9,8605.8,2129.5,1778.8,1445
9271,9,A00-A04,119,103,0,0,4413.9,4051.9,0,0,1446
9271,9,A05-A14,629,544,0,0,12110.1,10873.5,0,0,1447
9271,9,A15-A34,2017,1789,0,2,13346.1,13684.7,0,15.3,1448
9271,9,A35-A59,2196,2366,9,1,10370.2,11487.1,42.5,4.9,1449
9271,9,A60-A79,864,844,30,21,6735.8,6104.4,233.9,151.9,1450
9271,9,A80+,233,487,54,73,8393.4,10459.6,1945.2,1567.9,1451
9272,9,A00-A04,115,124,0,0,6865.7,7285.5,0,0,1452
9272,9,A05-A14,467,440,0,0,14062,14617.9,0,0,1453
9272,9,A15-A34,1243,1332,0,0,14046.8,16571.3,0,0,1454
9272,9,A35-A59,1638,1754,6,3,11920.5,12882.8,43.7,22,1455
8326,8,A00-A04,183,191,1,0,3426.3,3652,18.7,0,1456
9174,9,A15-A34,2318,1869,0,0,12481.8,11053.9,0,0,1457
8237,8,A35-A59,1511,1610,5,0,7292.8,7894.5,24.1,0,1458
8125,8,A60-A79,1549,1536,41,27,4513.8,4205.7,119.5,73.9,1459
8125,8,A80+,412,691,69,76,4866.5,5401.8,815,594.1,1460
8126,8,A00-A04,99,83,0,0,3373.1,2983.5,0,0,1461
8126,8,A05-A14,389,370,0,0,7163.9,7242.1,0,0,1462
8126,8,A15-A34,1336,1132,0,0,9500.1,9131.2,0,0,1463
8126,8,A35-A59,1618,1680,4,2,8012.3,8774.2,19.8,10.4,1464
8126,8,A60-A79,615,571,27,12,5367.4,4739,235.6,99.6,1465
8126,8,A80+,191,330,42,53,6806.8,7508.5,1496.8,1205.9,1466
8127,8,A00-A04,162,171,0,0,3062.4,3430.3,0,0,1467
8127,8,A05-A14,755,714,0,0,7805.2,7675.8,0,0,1468
8127,8,A15-A34,2574,2194,1,2,10414.3,9991.3,4,9.1,1469
8127,8,A35-A59,3112,3049,14,5,8838.9,9080.6,39.8,14.9,1470
8127,8,A60-A79,1048,1014,57,32,5265.3,4775.8,286.4,150.7,1471
8127,8,A80+,241,433,77,83,5348.4,5767.2,1708.8,1105.5,1472
8128,8,A00-A04,150,140,0,0,4674.4,4724.9,0,0,1473
8128,8,A05-A14,469,461,0,0,7844.1,8170.9,0,0,1474
8128,8,A15-A34,1189,1068,0,0,7739.4,7952.3,0,0,1475
8128,8,A35-A59,1303,1460,7,2,5716.2,6502.5,30.7,8.9,1476
8128,8,A60-A79,576,529,13,10,3830.8,3317.2,86.5,62.7,1477
8128,8,A80+,186,313,32,35,4838.7,5196.7,832.5,581.1,1478
8135,8,A00-A04,190,166,0,1,5922.7,5318.8,0,32,1479
8135,8,A05-A14,739,642,0,0,11550.5,10481.6,0,0,1480
8135,8,A15-A34,1701,1593,0,0,10611.4,11340.5,0,0,1481
8135,8,A35-A59,1913,1969,2,3,8337,8869.8,8.7,13.5,1482
8135,8,A60-A79,641,647,33,17,4700.8,4323.7,242,113.6,1483
