A,BundeslandId,Altersgruppe,AnzFallM,AnzFallW,AnzTodesfallM,AnzTodesfallW,AnzFall100kM,AnzFall100kW,AnzTodesfall100kM,AnzTodesfall100kW,ObjectId
9679,9,A05-A14,450,417,0,0,5928.9,5815.9,0,0,1849
9663,9,A60-A79,360,405,17,10,3392.7,3096.6,160.2,76.5,1850
9463,9,A60-A79,197,232,15,4,4594.2,4541.9,349.8,78.3,1851
9774,9,A05-A14,739,651,0,0,12094.9,11409,0,0,1852
9372,9,A00-A04,141,146,0,0,4706.3,5062.4,0,0,1853
9679,9,A15-A34,1100,934,0,0,6097.6,5640.1,0,0,1854
9663,9,A80+,141,289,42,56,4227.9,4790.3,1259.4,928.2,1855
9463,9,A80+,97,228,25,49,7686.2,10719.3,1981,2303.7,1856
9774,9,A15-A34,1878,1842,0,0,11822.5,13152.4,0,0,1857
9372,9,A05-A14,579,559,0,0,10282.4,10456.4,0,0,1858
9679,9,A35-A59,1381,1340,1,1,4878.8,4703.9,3.5,3.5,1859
9679,9,A60-A79,512,487,22,9,2801.2,2528,120.4,46.7,1860
9679,9,A80+,129,205,28,25,2826.5,3244.2,613.5,395.6,1861
9761,9,A00-A04,433,401,0,0,5998.9,5815.8,0,0,1862
9761,9,A05-A14,1580,1400,0,0,12709.1,11893.6,0,0,1863
9761,9,A15-A34,4806,4632,0,1,11203.6,11427.4,0,2.5,1864
9761,9,A35-A59,4904,4849,19,10,9667.8,10060,37.5,20.7,1865
9761,9,A60-A79,1573,1671,95,52,6199,5488.8,374.4,170.8,1866
9761,9,A80+,505,1118,121,172,7073.8,9164.7,1694.9,1410,1867
9762,9,A00-A04,51,42,0,0,4442.5,3936.3,0,0,1868
9762,9,A05-A14,176,153,0,0,8875.4,7750.8,0,0,1869
9762,9,A15-A34,623,586,0,0,11479.6,11949.4,0,0,1870
9762,9,A35-A59,647,686,1,1,8627.8,9346,13.3,13.6,1871
9762,9,A60-A79,246,248,9,6,5315.5,4737.3,194.5,114.6,1872
9762,9,A80+,86,191,17,34,6515.2,8937.8,1287.9,1591,1873
9763,9,A00-A04,80,88,0,0,4589.8,5231.9,0,0,1874
9763,9,A05-A14,355,294,0,0,11900.8,11019.5,0,0,1875
9763,9,A15-A34,1013,945,0,0,10685.7,11231.3,0,0,1876
9763,9,A35-A59,1051,1022,3,2,9378.9,9329.9,26.8,18.3,1877
9763,9,A60-A79,352,387,15,6,5262.4,4862.4,224.2,75.4,1878
9763,9,A80+,108,159,16,12,5296.7,5091.3,784.7,384.2,1879
9764,9,A00-A04,45,36,0,0,3923.3,3308.8,0,0,1880
9764,9,A05-A14,174,142,0,0,8846,7237.5,0,0,1881
9764,9,A15-A34,687,672,0,0,12520.5,13466.9,0,0,1882
9764,9,A35-A59,725,704,5,0,9388.8,9658.4,64.8,0,1883
9764,9,A60-A79,245,252,3,3,5523,4981.2,67.6,59.3,1884
9764,9,A80+,56,73,8,8,4527.1,3694.3,646.7,404.9,1885
9372,9,A15-A34,1733,1658,0,0,11748.4,12390.7,0,0,1886
9671,9,A00-A04,110,111,0,0,2579.1,2771.5,0,0,1887
9774,9,A35-A59,2123,2344,6,0,9282.5,10641,26.2,0,1888
9372,9,A35-A59,2078,2179,4,7,9070.7,9899.6,17.5,31.8,1889
9774,9,A60-A79,694,668,22,20,5309.1,4963.2,168.3,148.6,1890
9372,9,A60-A79,922,940,41,22,6270.4,6341.1,278.8,148.4,1891
9774,9,A80+,174,357,31,48,5725.6,7485.8,1020.1,1006.5,1892
9372,9,A80+,286,495,72,70,8664,9242,2181.2,1306.9,1893
9671,9,A05-A14,545,464,0,0,6889.1,6172.7,0,0,1894
9775,9,A00-A04,164,147,0,1,3517.8,3319,0,22.6,1895
9373,9,A00-A04,175,195,0,0,4997.1,5794.9,0,0,1896
9464,9,A00-A04,90,85,0,0,8302.6,8284.6,0,0,1897
9671,9,A15-A34,1637,1501,0,0,8625.8,8638.8,0,0,1898
9775,9,A05-A14,788,740,0,0,9495.1,9247.7,0,0,1899
9373,9,A05-A14,722,684,0,0,11204.2,11261.1,0,0,1900
9464,9,A05-A14,266,213,0,0,13427.6,11134.3,0,0,1901
9671,9,A35-A59,2138,2268,3,3,6887.4,7199.8,9.7,9.5,1902
9775,9,A15-A34,2334,2034,1,0,10952.6,10218.5,4.7,0,1903
9373,9,A15-A34,1858,1618,0,0,11357,11128.7,0,0,1904
9464,9,A15-A34,665,670,0,1,12124,13410.7,0,20,1905
9671,9,A60-A79,853,833,44,20,4366.5,4119.1,225.2,98.9,1906
9775,9,A35-A59,2570,2624,8,3,8329,8623.6,25.9,9.9,1907
9373,9,A35-A59,2240,2101,6,1,8972.2,8935.5,24,4.3,1908
9464,9,A35-A59,803,870,9,2,11267,11873.9,126.3,27.3,1909
9671,9,A80+,229,404,52,90,4569.9,5538,1037.7,1233.7,1910
9775,9,A60-A79,831,770,33,10,4780.5,4025.9,189.8,52.3,1911
9373,9,A60-A79,723,737,36,11,5169.8,5166.5,257.4,77.1,1912
9464,9,A60-A79,317,318,17,14,6546.9,5481.8,351.1,241.3,1913
9672,9,A00-A04,72,81,0,0,3094.1,3729.3,0,0,1914
9775,9,A80+,251,419,44,46,5551.9,6070.7,973.2,666.5,1915
9373,9,A80+,235,445,61,70,7580.6,8705,1967.7,1369.3,1916
9464,9,A80+,122,313,33,49,9854.6,13302.2,2665.6,2082.4,1917
9672,9,A05-A14,270,283,0,0,6218.3,6695.1,0,0,1918
9776,9,A00-A04,80,72,0,0,4028.2,3848.2,0,0,1919
9374,9,A00-A04,96,113,0,0,3957.1,4696.6,0,0,1920
9471,9,A00-A04,147,130,0,0,3938.9,3498.4,0,0,1921
9672,9,A15-A34,740,769,0,0,6822.2,7671.6,0,0,1922
9776,9,A05-A14,345,303,0,0,9421.1,8595.7,0,0,1923
9374,9,A05-A14,364,331,0,0,8674.9,8495.9,0,0,1924
9471,9,A05-A14,448,447,0,0,6410.1,6814,0,0,1925
9672,9,A35-A59,1099,1098,3,1,6283.6,6320.9,17.2,5.8,1926
9776,9,A15-A34,879,827,0,0,9438.4,9809,0,0,1927
9374,9,A15-A34,1021,1007,1,0,9638.4,10220.2,9.4,0,1928
9471,9,A15-A34,1321,1250,0,0,7863.6,8185.4,0,0,1929
9672,9,A60-A79,458,498,13,14,3693.3,3773.9,104.8,106.1,1930
9776,9,A35-A59,1030,1084,3,0,7222,7454.8,21,0,1931
9374,9,A35-A59,1422,1470,5,4,8422.7,8864.5,29.6,24.1,1932
9471,9,A35-A59,1829,1841,7,1,6707.2,6889.2,25.7,3.7,1933
9672,9,A80+,176,307,47,40,5158.3,5727.6,1377.5,746.3,1934
9776,9,A60-A79,393,388,14,8,4521.4,4078.6,161.1,84.1,1935
9374,9,A60-A79,637,639,34,25,5988.5,5889.4,319.6,230.4,1936
9471,9,A60-A79,791,716,35,18,5028.9,4501.4,222.5,113.2,1937
9673,9,A00-A04,74,78,0,0,3984.9,4364.9,0,0,1938
9673,9,A05-A14,316,298,0,0,8812,8563.2,0,0,1939
9673,9,A15-A34,745,749,1,0,8467.8,9322.9,11.4,0,1940
9673,9,A35-A59,949,1044,3,0,6958,7662.9,22,0,1941
9673,9,A60-A79,409,397,17,11,4415.4,4222.5,183.5,117,1942
9673,9,A80+,143,191,33,34,6008.4,5218.6,1386.6,929,1943
9674,9,A00-A04,101,90,0,0,4982.7,4658.4,0,0,1944
9674,9,A05-A14,353,317,0,0,9112,8694.5,0,0,1945
9674,9,A15-A34,896,844,0,1,9536,9906.1,0,11.7,1946
9674,9,A35-A59,1188,1178,4,1,7932.7,8057.5,26.7,6.8,1947
9674,9,A60-A79,516,499,15,7,5256.2,5080.9,152.8,71.3,1948
9674,9,A80+,120,224,29,39,5497,6468.4,1328.4,1126.2,1949
9675,9,A00-A04,102,91,0,0,4357.1,4250.4,0,0,1950
9675,9,A05-A14,311,250,0,0,7494,6290.9,0,0,1951
9675,9,A15-A34,819,658,0,0,7596.7,6822.2,0,0,1952
9675,9,A35-A59,898,940,0,2,5448,5881.2,0,12.5,1953
9374,9,A80+,200,359,60,66,8371.7,9127.9,2511.5,1678.1,1954
9375,9,A00-A04,179,169,0,0,3627.9,3550.4,0,0,1955
9471,9,A80+,180,351,33,62,5366.7,6441.5,983.9,1137.8,1956
9776,9,A80+,103,154,25,16,4028.2,4126.5,977.7,428.7,1957
9375,9,A05-A14,850,769,0,0,8895.9,8547.3,0,0,1958
9472,9,A00-A04,101,95,0,0,4308.9,4302.5,0,0,1959
9777,9,A00-A04,176,145,0,0,4569.1,4030,0,0,1960
9375,9,A15-A34,1966,1935,0,0,8977.6,9761.4,0,0,1961
9472,9,A05-A14,322,273,0,0,6851.1,6203.1,0,0,1962
9777,9,A05-A14,801,733,0,0,11910.8,11214.8,0,0,1963
9375,9,A35-A59,2618,2634,10,0,7311,7488.3,27.9,0,1964
9472,9,A15-A34,911,842,0,0,8487.8,8399.8,0,0,1965
9777,9,A15-A34,2154,2047,0,0,13039.5,13626.7,0,0,1966
9375,9,A60-A79,923,897,30,28,4499.6,4175,146.2,130.3,1967
9472,9,A35-A59,1280,1361,2,0,6845.3,7342.5,10.7,0,1968
9777,9,A35-A59,2379,2439,8,2,9673.1,9915.8,32.5,8.1,1969
9375,9,A80+,247,493,65,80,5467,7242.5,1438.7,1175.3,1970
9472,9,A60-A79,616,584,38,14,5103.6,4695.3,314.8,112.6,1971
9777,9,A60-A79,832,797,23,18,5463.3,5010.4,151,113.2,1972
9376,9,A00-A04,181,156,0,0,5039,4524.4,0,0,1973
9472,9,A80+,178,345,51,66,6269.8,7360.8,1796.4,1408.2,1974
9777,9,A80+,226,352,50,53,5853.4,6438.6,1295,969.5,1975
9376,9,A05-A14,667,548,0,0,10052.8,8731.7,0,0,1976
9473,9,A00-A04,122,106,0,0,5942.5,5543.9,0,0,1977
9778,9,A00-A04,121,141,0,0,3151,3756,0,0,1978
9376,9,A15-A34,1904,1796,0,0,10698.4,11401.7,0,0,1979
9473,9,A05-A14,331,305,0,0,8779.8,8628,0,0,1980
9778,9,A05-A14,729,603,0,0,10472.6,9234.3,0,0,1981
9376,9,A35-A59,2282,2414,7,2,8430.9,9358.4,25.9,7.8,1982
9473,9,A15-A34,872,796,0,0,9541.5,9631,0,0,1983
9778,9,A15-A34,2304,2045,0,0,13101.3,13218.3,0,0,1984
9473,9,A35-A59,1237,1384,3,3,8081.8,9051.7,19.6,19.6,1985
9376,9,A60-A79,902,898,29,21,5683.7,5456.6,182.7,127.6,1986
9778,9,A35-A59,2559,2526,6,2,9772,10280.4,22.9,8.1,1987
9473,9,A60-A79,545,547,33,14,5479,5117.9,331.8,131,1988
9376,9,A80+,311,592,65,69,8494.9,9662.2,1775.5,1126.2,1989
9778,9,A60-A79,887,827,38,19,5885.1,5134.1,252.1,118,1990
9473,9,A80+,168,361,43,70,6642.9,8726.1,1700.3,1692,1991
9377,9,A00-A04,89,89,0,0,5483.7,5786.7,0,0,1992
9778,9,A80+,274,486,70,53,6853.4,7985.5,1750.9,870.9,1993
9474,9,A00-A04,130,131,0,0,4487.4,4736.1,0,0,1994
9377,9,A05-A14,264,255,0,0,8808.8,8676.4,0,0,1995
9779,9,A00-A04,128,113,0,0,3757,3505,0,0,1996
9474,9,A05-A14,374,380,0,0,6927.2,7128.1,0,0,1997
9779,9,A05-A14,619,574,0,0,9705.2,9440.8,0,0,1998
9474,9,A15-A34,1047,978,0,0,8089.9,8262.9,0,0,1999
9474,9,A35-A59,1369,1423,8,1,6549.6,6830.2,38.3,4.8,2000
12061,12,A15-A34,1194,1214,0,0,7765.3,8481.2,0,0,2001
12061,12,A35-A59,2119,2507,6,3,6553.1,8056.2,18.6,9.6,2002
12061,12,A60-A79,851,909,44,20,4227.1,4197.6,218.6,92.4,2003
12061,12,A80+,348,602,91,105,6149.5,6962,1608.1,1214.3,2004
12062,12,A00-A04,108,87,0,0,5408.1,4796,0,0,2005
12062,12,A05-A14,654,561,0,1,15889.2,14056.6,0,25.1,2006
12062,12,A15-A34,1013,1157,0,0,12686.3,16785.1,0,0,2007
12062,12,A35-A59,2049,2692,6,2,11064.3,15949.8,32.4,11.8,2008
12062,12,A60-A79,1084,1140,57,33,7805.3,7514.8,410.4,217.5,2009
12062,12,A80+,326,660,72,91,9073.2,10575.2,2003.9,1458.1,2010
12063,12,A00-A04,110,126,0,0,3013.7,3530.4,0,0,2011
12063,12,A05-A14,572,522,0,0,6931.7,6738.1,0,0,2012
12063,12,A15-A34,1008,1059,1,0,6627.2,7656.7,6.6,0,2013
12063,12,A35-A59,1696,2032,5,3,5482.5,6622.8,16.2,9.8,2014
12063,12,A60-A79,730,730,33,17,3887.5,3614.4,175.7,84.2,2015
12063,12,A80+,258,428,67,72,5661.6,5875.1,1470.3,988.3,2016
12064,12,A00-A04,92,81,0,0,2127.7,2004.5,0,0,2017
12064,12,A05-A14,557,544,0,0,5741.7,6029.7,0,0,2018
12064,12,A15-A34,962,1118,0,0,6034,7488.3,0,0,2019
12064,12,A35-A59,1930,2410,5,1,5185.5,6677.8,13.4,2.8,2020
12064,12,A60-A79,821,814,36,27,3346.8,3174.9,146.8,105.3,2021
12064,12,A80+,336,617,107,112,5514.5,6385.8,1756.1,1159.2,2022
12065,12,A00-A04,146,150,0,0,3156.8,3323,0,0,2023
12065,12,A05-A14,898,810,0,0,8546.7,8135,0,0,2024
12065,12,A15-A34,1329,1383,0,0,6959.9,7808.3,0,0,2025
12065,12,A35-A59,2347,2663,11,2,5817.6,6651.3,27.3,5,2026
12065,12,A60-A79,862,859,71,34,3491.6,3243.8,287.6,128.4,2027
12065,12,A80+,334,613,108,94,5300.7,6146,1714,942.5,2028
12066,12,A00-A04,142,115,0,0,6736.2,5598.8,0,0,2029
12066,12,A05-A14,688,670,0,0,15481.5,15705.6,0,0,2030
12066,12,A15-A34,925,1074,0,0,10352.5,13919.1,0,0,2031
12066,12,A35-A59,2096,2445,6,1,10672.1,13762.2,30.5,5.6,2032
12066,12,A60-A79,1015,1078,52,28,7130.8,6530.6,365.3,169.6,2033
12066,12,A80+,371,746,87,96,9666.5,10830.4,2266.8,1393.7,2034
12067,12,A00-A04,132,105,0,0,3324.1,2834,0,0,2035
12067,12,A05-A14,732,610,0,0,9101.1,7876,0,0,2036
12067,12,A15-A34,1188,1162,1,0,8205,8669.7,6.9,0,2037
12067,12,A35-A59,2169,2691,11,1,6784.7,8630,34.4,3.2,2038
12067,12,A60-A79,987,1038,53,23,4259.1,4106,228.7,91,2039
12067,12,A80+,383,733,105,132,6162.5,7250.2,1689.5,1305.6,2040
12068,12,A00-A04,93,71,0,0,4604,3778.6,0,0,2041
12068,12,A05-A14,353,341,0,0,7943.3,8463.6,0,0,2042
12068,12,A15-A34,534,665,0,0,6375.4,8730.5,0,0,2043
12068,12,A35-A59,1007,1276,3,1,5621.6,7602.5,16.7,6,2044
12068,12,A60-A79,492,582,39,17,3718.3,4129.4,294.7,120.6,2045
12068,12,A80+,174,356,45,57,5623.8,6684.2,1454.4,1070.2,2046
12069,12,A00-A04,159,168,0,0,3354.4,3654.6,0,0,2047
12069,12,A05-A14,892,772,0,0,7855.6,7161.4,0,0,2048
12069,12,A15-A34,1206,1223,0,0,6581.5,7197.1,0,0,2049
12069,12,A35-A59,2284,2764,4,0,5514.6,6706.3,9.7,0,2050
12069,12,A60-A79,973,969,30,25,3760.1,3605.8,115.9,93,2051
9779,9,A15-A34,1793,1645,0,0,10885.1,11391.2,0,0,2052
13073,13,A00-A04,100,103,0,0,2370.8,2484.3,0,0,2053
11010,11,A00-A04,332,284,0,0,4271.2,3839.4,0,0,2054
14524,14,A15-A34,4068,4454,1,1,15108.6,18300.6,3.7,4.1,2055
13073,13,A05-A14,591,588,0,0,6014,6247.3,0,0,2056
14524,14,A35-A59,6997,8611,23,12,12992.8,17159.9,42.7,23.9,2057
13073,13,A15-A34,773,825,0,0,3972.9,4609.7,0,0,2058
14524,14,A60-A79,3385,3724,233,112,8335.8,7925.9,573.8,238.4,2059
13073,13,A35-A59,1374,1437,2,2,3415.3,3732.1,5,5.2,2060
14524,14,A80+,1216,2587,307,422,11098.9,13325.4,2802.1,2173.7,2061
9779,9,A35-A59,2072,2135,3,3,8423.1,9335.4,12.2,13.1,2062
13073,13,A60-A79,625,657,16,5,2126.2,2025,54.4,15.4,2063
14612,14,A00-A04,611,538,0,0,4149.1,3832.7,0,0,2064
11010,11,A05-A14,1040,957,0,0,7035.1,6917.7,0,0,2065
9779,9,A60-A79,796,689,33,14,5757.7,4799.7,238.7,97.5,2066
13073,13,A80+,190,355,41,35,2563.4,2853.7,553.2,281.4,2067
14612,14,A05-A14,3158,2883,0,0,11584.3,11151.9,0,0,2068
11010,11,A15-A34,2045,2199,0,0,6647.6,7484.9,0,0,2069
9779,9,A80+,238,407,53,77,6965.2,7743.5,1551.1,1465,2070
13074,13,A00-A04,127,113,0,0,3598.8,3468.4,0,0,2071
14612,14,A15-A34,7745,7777,2,0,10063.9,11415.9,2.6,0,2072
11010,11,A35-A59,2487,3013,4,2,5385.4,6677,8.7,4.4,2073
9780,9,A00-A04,162,142,0,0,4094,3740.8,0,0,2074
13074,13,A05-A14,337,339,0,0,4601.3,4858.8,0,0,2075
14612,14,A35-A59,9283,10434,17,12,10075.5,12215.9,18.5,14,2076
11010,11,A60-A79,1031,1046,68,29,3436.8,3066.4,226.7,85,2077
9780,9,A05-A14,718,668,0,0,10201.8,10051.2,0,0,2078
13074,13,A15-A34,681,666,0,0,4640.5,4982.8,0,0,2079
14612,14,A60-A79,3140,3658,219,99,6434.7,6196.2,448.8,167.7,2080
11010,11,A80+,259,556,65,88,4604.4,6105.9,1155.6,966.4,2081
9780,9,A15-A34,2096,1836,0,0,12112.8,11495.8,0,0,2082
13074,13,A35-A59,1184,1238,2,2,4055.2,4525,6.9,7.3,2083
14612,14,A80+,1569,3007,388,480,9131.1,11260.1,2258,1797.4,2084
11011,11,A00-A04,257,252,0,0,2986.3,3189.9,0,0,2085
9780,9,A35-A59,2348,2473,6,0,8767.7,8980,22.4,0,2086
13074,13,A60-A79,473,422,23,5,2440.5,2027.1,118.7,24,2087
14625,14,A00-A04,301,309,0,0,4654.4,4973.4,0,0,2088
11011,11,A05-A14,1016,990,0,1,7525.9,7799,0,7.9,2089
9780,9,A60-A79,839,812,27,11,4903.3,4346.2,157.8,58.9,2090
13074,13,A80+,120,184,29,27,2716.2,2398,656.4,351.9,2091
14625,14,A05-A14,2299,2132,0,0,16129.9,15644.3,0,0,2092
11011,11,A15-A34,2910,3092,1,0,7375.9,8071,2.5,0,2093
14730,14,A60-A79,1670,1833,81,32,6753.8,6755.6,327.6,117.9,2094
11001,11,A60-A79,1674,1425,97,51,6611.4,5449.3,383.1,195,2095
9780,9,A80+,230,284,32,28,4824.8,4228.7,671.3,416.9,2096
13075,13,A00-A04,246,219,0,0,5189.9,4857,0,0,2097
12069,12,A80+,349,627,83,84,5661.9,6518.3,1346.5,873.3,2098
14625,14,A15-A34,3911,4466,0,0,16370.2,20830.2,0,0,2099
11011,11,A35-A59,2910,3258,9,6,5780.5,7019.7,17.9,12.9,2100
14730,14,A80+,548,1162,123,173,8776.4,10783.2,1969.9,1605.4,2101
15001,15,A00-A04,50,51,0,0,3302.5,3653.3,0,0,2102
15001,15,A05-A14,306,294,0,0,9674.4,10247.5,0,0,2103
15001,15,A15-A34,468,501,1,0,7008.1,8233.4,15,0,2104
15001,15,A35-A59,824,1001,3,0,6327.8,7978.6,23,0,2105
15001,15,A60-A79,405,406,21,9,3789.7,3251.6,196.5,72.1,2106
15001,15,A80+,184,303,43,48,5321,5559.6,1243.5,880.7,2107
15002,15,A00-A04,290,264,0,0,4902.8,4880.8,0,0,2108
15002,15,A05-A14,1067,962,0,0,9981.3,9503.1,0,0,2109
15002,15,A15-A34,2355,2323,0,0,7712,7724,0,0,2110
15002,15,A35-A59,2565,2753,20,3,6842.7,7795.8,53.4,8.5,2111
15002,15,A60-A79,982,1137,87,42,4139.4,3830.5,366.7,141.5,2112
15002,15,A80+,417,836,88,132,6051.4,6955.1,1277,1098.2,2113
15003,15,A00-A04,96,102,0,0,1744.2,1942.1,0,0,2114
15003,15,A05-A14,691,639,0,0,6736.2,6704.4,0,0,2115
15003,15,A15-A34,1703,1602,0,0,5393.7,5989,0,0,2116
15003,15,A35-A59,1776,1873,8,2,4703.4,5247.1,21.2,5.6,2117
15003,15,A60-A79,620,650,34,23,2587.8,2182.9,141.9,77.2,2118
15003,15,A80+,221,375,54,52,3061.8,3000.7,748.1,416.1,2119
15081,15,A00-A04,51,57,0,0,2963.4,3503.4,0,0,2120
15081,15,A05-A14,319,322,0,0,8379.3,8885.2,0,0,2121
15081,15,A15-A34,500,549,0,1,6813.8,8572.8,0,15.6,2122
15081,15,A35-A59,851,958,3,1,5495.3,6789.5,19.4,7.1,2123
15081,15,A60-A79,438,433,20,16,4201.4,3830.5,191.8,141.5,2124
15081,15,A80+,145,265,33,25,5935.3,6025.5,1350.8,568.4,2125
15082,15,A00-A04,118,90,0,0,3897,3146.9,0,0,2126
15082,15,A05-A14,453,421,0,0,7063.8,6830,0,0,2127
15082,15,A15-A34,860,1009,0,0,6526.5,8671.4,0,0,2128
15082,15,A35-A59,1815,2158,4,6,6415.5,8169,14.1,22.7,2129
15082,15,A60-A79,877,1030,44,33,4188.4,4318.1,210.1,138.3,2130
15082,15,A80+,336,687,59,63,6449.1,7443.9,1132.4,682.6,2131
15083,15,A00-A04,79,69,0,0,2177.5,1981.6,0,0,2132
15083,15,A05-A14,412,393,0,0,5130.1,5193.6,0,0,2133
15083,15,A15-A34,809,920,0,0,5483.3,6926.1,0,0,2134
15083,15,A35-A59,1534,1879,5,5,4736.2,6257.1,15.4,16.7,2135
15083,15,A60-A79,650,674,30,16,3003.4,2920.8,138.6,69.3,2136
15083,15,A80+,206,480,36,52,4514.6,5909.9,789,640.2,2137
15084,15,A00-A04,212,173,0,0,5941.7,5156.5,0,0,2138
15084,15,A05-A14,902,832,0,0,12063.7,11971.2,0,0,2139
15084,15,A15-A34,1971,1932,2,0,12824.5,14645.2,13,0,2140
15084,15,A35-A59,3299,3798,15,6,10304.2,13056.9,46.9,20.6,2141
15084,15,A60-A79,1607,1711,113,66,6883.7,6544.3,484,252.4,2142
15084,15,A80+,641,1279,186,251,10432.9,11690,3027.3,2294.1,2143
15085,15,A00-A04,221,231,0,0,5656.5,6114.3,0,0,2144
15085,15,A05-A14,956,930,0,0,10932,11565.7,0,0,2145
15085,15,A15-A34,1407,1413,0,1,7744.4,8822.4,0,6.2,2146
15085,15,A35-A59,2182,2576,13,10,5828.3,7284.7,34.7,28.3,2147
15085,15,A60-A79,1089,1074,72,32,3856.9,3363.6,255,100.2,2148
15085,15,A80+,328,631,76,107,4694.4,5101.9,1087.7,865.1,2149
13075,13,A05-A14,838,797,0,0,8106.8,8238.6,0,0,2150
13075,13,A15-A34,1325,1495,0,0,5924.7,6785,0,0,2151
13075,13,A35-A59,2365,2774,6,0,5878.3,7216.3,14.9,0,2152
13075,13,A60-A79,1246,1209,67,34,4081.9,3663.6,219.5,103,2153
13075,13,A80+,429,820,96,101,5976.6,6437.4,1337.4,792.9,2154
13076,13,A00-A04,166,151,0,0,3658,3476.1,0,0,2155
13076,13,A05-A14,445,415,0,0,4642.2,4477.8,0,0,2156
13076,13,A15-A34,981,904,1,0,5302.1,5503.1,5.4,0,2157
13076,13,A35-A59,1769,1782,11,5,4440.6,4823.4,27.6,13.5,2158
13076,13,A60-A79,718,706,64,33,2608.3,2449.2,232.5,114.5,2159
13076,13,A80+,222,479,65,95,3823,4679.1,1119.3,928,2160
12070,12,A00-A04,52,54,0,0,3633.8,3862.7,0,0,2161
14511,14,A00-A04,225,224,0,0,3947.4,4155.1,0,0,2162
10041,10,A00-A04,339,329,0,0,4525.4,4668,0,0,2163
14625,14,A35-A59,7623,9612,15,11,14197.4,19452.8,27.9,22.3,2164
12070,12,A05-A14,273,250,0,0,8992.1,8417.5,0,0,2165
11001,11,A80+,461,670,77,96,9033.9,7773.5,1508.9,1113.8,2166
14511,14,A05-A14,1300,1214,0,0,12219.2,12150.9,0,0,2167
10041,10,A05-A14,1245,1249,0,0,8975.6,9847.8,0,0,2168
14625,14,A60-A79,3666,4154,194,106,9599.6,9815.7,508,250.5,2169
12070,12,A15-A34,484,454,0,0,7218.5,8149.3,0,0,2170
11002,11,A00-A04,334,262,0,0,4124.5,3415.9,0,0,2171
11011,11,A60-A79,951,980,57,26,3728.4,3214.5,223.5,85.3,2172
14511,14,A15-A34,3154,3267,0,0,11077.5,13615.3,0,0,2173
10041,10,A15-A34,3242,3414,1,2,7991.7,9177.9,2.5,5.4,2174
14625,14,A80+,1376,2593,292,349,12823.9,14588.7,2721.3,1963.5,2175
12070,12,A35-A59,742,863,3,1,5518.4,6997.5,22.3,8.1,2176
11002,11,A05-A14,1300,1184,0,0,10596.7,10335.2,0,0,2177
11011,11,A80+,366,684,82,94,5258.6,5780,1178.2,794.3,2178
14511,14,A35-A59,4307,5064,17,7,10837.4,14061.6,42.8,19.4,2179
10041,10,A35-A59,3363,3814,17,8,6285.5,7161.9,31.8,15,2180
10041,10,A60-A79,1557,1532,99,50,4264.6,3762.5,271.2,122.8,2181
10041,10,A80+,569,1092,148,176,6230.2,7033.8,1620.5,1133.7,2182
10042,10,A00-A04,56,75,0,0,2670.5,3727.6,0,0,2183
10042,10,A05-A14,256,227,0,0,5723.2,5537.9,0,0,2184
10042,10,A15-A34,735,699,0,0,6568.4,6835.5,0,0,2185
10042,10,A35-A59,979,1025,5,0,5395.7,5639.3,27.6,0,2186
10042,10,A60-A79,354,346,8,7,2874.5,2669.1,65,54,2187
10042,10,A80+,103,246,23,27,3580.1,5021.4,799.4,551.1,2188
10043,10,A00-A04,121,102,0,0,4202.8,3773.6,0,0,2189
10043,10,A05-A14,496,403,0,0,9141.2,7883.4,0,0,2190
10043,10,A15-A34,948,1123,1,1,6728.7,8836.3,7.1,7.9,2191
10043,10,A35-A59,1255,1340,10,2,5657.5,6012.7,45.1,9,2192
10043,10,A60-A79,607,567,27,14,3840.3,3302.1,170.8,81.5,2193
10043,10,A80+,181,355,25,51,4460.3,5259.3,616.1,755.6,2194
10044,10,A00-A04,263,269,0,0,6270.9,6585.1,0,0,2195
10044,10,A05-A14,853,851,0,0,10264.7,11016.2,0,0,2196
10044,10,A15-A34,1704,1786,0,0,8124.3,9463.8,0,0,2197
10044,10,A35-A59,2046,2229,5,2,6322.4,6762.3,15.5,6.1,2198
10044,10,A60-A79,810,857,32,25,3475.4,3365.5,137.3,98.2,2199
10044,10,A80+,270,507,53,53,4664.8,5232.2,915.7,547,2200
10045,10,A00-A04,118,141,0,0,4087.3,5093.9,0,0,2201
10045,10,A05-A14,450,417,0,0,7591.1,7473.1,0,0,2202
10045,10,A15-A34,1004,1021,0,0,6711.7,7269,0,0,2203
10045,10,A35-A59,1201,1236,3,2,5147.9,5171.1,12.9,8.4,2204
10045,10,A60-A79,528,490,19,9,3090.6,2588.2,111.2,47.5,2205
10045,10,A80+,179,301,48,36,3833.8,3975.7,1028.1,475.5,2206
10046,10,A00-A04,74,68,0,0,4531.5,4263.3,0,0,2207
10046,10,A05-A14,234,238,0,0,6978.8,7108.7,0,0,2208
10046,10,A15-A34,561,563,0,0,6369.9,7002.5,0,0,2209
10046,10,A35-A59,722,783,1,1,4870.8,5232.9,6.7,6.7,2210
10046,10,A60-A79,356,361,21,6,3180.6,3118.8,187.6,51.8,2211
10046,10,A80+,169,255,39,47,6061.7,5875.6,1398.9,1082.9,2212
11001,11,A00-A04,383,297,0,0,3747.2,3154.5,0,0,2213
11001,11,A05-A14,1815,1599,0,0,11424.4,10501.1,0,0,2214
